player,team,image,Player,Runs,Mat,Inns,NO,HS,Avg,BF,SR,100,50,4s
Shubman Gill,GT,https://scores.iplt20.com/ipl/playerimages/Shubman Gill.png?v=1,890,17,17,2,129,59.33,564,157.80,3,4,85,33
Faf Du Plessis,RCB,https://scores.iplt20.com/ipl/playerimages/Faf Du Plessis.png?v=1,730,14,14,1,84,56.15,475,153.68,0,8,60,36
Devon Conway,CSK,https://scores.iplt20.com/ipl/playerimages/Devon Conway.png?v=1,672,16,15,2,92*,51.69,481,139.70,0,6,77,18
Virat Kohli,RCB,https://scores.iplt20.com/ipl/playerimages/Virat Kohli.png?v=1,639,14,14,2,101*,53.25,457,139.82,2,6,65,16
Yashasvi Jaiswal,RR,https://scores.iplt20.com/ipl/playerimages/Yashasvi Jaiswal.png?v=1,625,14,14,1,124,48.08,382,163.61,1,5,82,26
Suryakumar Yadav,MI,https://scores.iplt20.com/ipl/playerimages/Suryakumar Yadav.png?v=1,605,16,16,2,103*,43.21,334,181.13,1,5,65,28
Ruturaj Gaikwad,CSK,https://scores.iplt20.com/ipl/playerimages/Ruturaj Gaikwad.png?v=1,590,16,15,1,92,42.14,400,147.50,0,4,46,30
David Warner,DC,https://scores.iplt20.com/ipl/playerimages/David Warner.png?v=1,516,14,14,0,86,36.86,392,131.63,0,6,69,10
Rinku Singh,KKR,https://scores.iplt20.com/ipl/playerimages/Rinku Singh.png?v=1,474,14,14,6,67*,59.25,317,149.52,0,4,31,29
Ishan Kishan,MI,https://scores.iplt20.com/ipl/playerimages/Ishan Kishan.png?v=1,454,15,15,0,75,30.27,318,142.76,0,3,54,18
Cameron Green,MI,https://scores.iplt20.com/ipl/playerimages/Cameron Green.png?v=1,452,16,16,7,100*,50.22,282,160.28,1,2,40,22
Heinrich Klaasen,SRH,https://scores.iplt20.com/ipl/playerimages/Heinrich Klaasen.png?v=1,448,12,11,2,104,49.78,253,177.07,1,2,32,25
Shivam Dube,CSK,https://scores.iplt20.com/ipl/playerimages/Shivam Dube.png?v=1,418,16,14,3,52,38.00,264,158.33,0,3,12,35
Nitish Rana,KKR,https://scores.iplt20.com/ipl/playerimages/Nitish Rana.png?v=1,413,14,14,1,75,31.77,293,140.95,0,3,39,20
Marcus Stoinis,LSG,https://scores.iplt20.com/ipl/playerimages/Marcus Stoinis.png?v=1,408,15,15,2,89*,31.38,272,150.00,0,3,28,27
Venkatesh Iyer,KKR,https://scores.iplt20.com/ipl/playerimages/Venkatesh Iyer.png?v=1,404,14,14,0,104,28.86,277,145.84,1,2,32,21
Glenn Maxwell,RCB,https://scores.iplt20.com/ipl/playerimages/Glenn Maxwell.png?v=1,400,14,14,2,77,33.33,218,183.48,0,5,29,31
Jos Buttler,RR,https://scores.iplt20.com/ipl/playerimages/Jos Buttler.png?v=1,392,14,14,0,95,28.00,282,139.00,0,4,42,14
Kyle Mayers,LSG,https://scores.iplt20.com/ipl/playerimages/Kyle Mayers.png?v=1,379,13,13,0,73,29.15,263,144.10,0,4,38,22
Shikhar Dhawan,PBKS,https://scores.iplt20.com/ipl/playerimages/Shikhar Dhawan.png?v=1,373,11,11,2,99*,41.44,261,142.91,0,3,49,12
Wriddhiman Saha,GT,https://scores.iplt20.com/ipl/playerimages/Wriddhiman Saha.png?v=1,371,17,17,1,81,23.19,287,129.26,0,2,47,8
Sanju Samson,RR,https://scores.iplt20.com/ipl/playerimages/Sanju Samson.png?v=1,362,14,14,2,66*,30.17,236,153.38,0,3,25,24
Sai Sudharsan,GT,https://scores.iplt20.com/ipl/playerimages/Sai Sudharsan.png?v=1,362,8,8,1,96,51.71,256,141.40,0,3,33,12
Nicholas Pooran,LSG,https://scores.iplt20.com/ipl/playerimages/Nicholas Pooran.png?v=1,358,15,15,3,62,29.83,207,172.94,0,2,26,26
Simran Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Simran Singh.png?v=1,358,14,14,0,103,25.57,238,150.42,1,1,38,19
Hardik Pandya,GT,https://scores.iplt20.com/ipl/playerimages/Hardik Pandya.png?v=1,346,16,15,4,66,31.45,253,136.75,0,2,26,15
Tilak Varma,MI,https://scores.iplt20.com/ipl/playerimages/Tilak Varma.png?v=1,343,11,11,3,84*,42.88,209,164.11,0,1,26,23
Rohit Sharma,MI,https://scores.iplt20.com/ipl/playerimages/Rohit Sharma.png?v=1,332,16,16,0,65,20.75,250,132.80,0,2,35,17
Ajinkya Rahane,CSK,https://scores.iplt20.com/ipl/playerimages/Ajinkya Rahane.png?v=1,326,14,11,1,71*,32.60,189,172.48,0,2,24,16
Jitesh Sharma,PBKS,https://scores.iplt20.com/ipl/playerimages/Jitesh Sharma.png?v=1,309,14,14,1,49*,23.77,198,156.06,0,0,22,21
Vijay Shankar,GT,https://scores.iplt20.com/ipl/playerimages/Vijay Shankar.png?v=1,301,14,10,2,63*,37.63,188,160.10,0,3,27,15
Shimron Hetmyer,RR,https://scores.iplt20.com/ipl/playerimages/Shimron Hetmyer.png?v=1,300,14,13,5,56*,37.50,197,152.28,0,1,12,23
Jason Roy,KKR,https://scores.iplt20.com/ipl/playerimages/Jason Roy.png?v=1,285,8,8,0,61,35.63,188,151.59,0,2,36,12
Axar Patel,DC,https://scores.iplt20.com/ipl/playerimages/Axar Patel.png?v=1,283,14,13,3,54,28.30,203,139.40,0,1,21,15
Liam Livingstone,PBKS,https://scores.iplt20.com/ipl/playerimages/Liam Livingstone.png?v=1,279,9,9,1,94,34.88,171,163.15,0,2,20,19
Sam Curran,PBKS,https://scores.iplt20.com/ipl/playerimages/Sam Curran.png?v=1,276,14,13,3,55,27.60,203,135.96,0,1,20,13
K L Rahul,LSG,https://scores.iplt20.com/ipl/playerimages/K L Rahul.png?v=1,274,9,9,1,74,34.25,242,113.22,0,2,28,4
Rahul Tripathi,SRH,https://scores.iplt20.com/ipl/playerimages/Rahul Tripathi.png?v=1,273,13,13,1,74*,22.75,213,128.16,0,1,29,10
Mayank Agarwal,SRH,https://scores.iplt20.com/ipl/playerimages/Mayank Agarwal.png?v=1,270,10,10,0,83,27.00,210,128.57,0,1,29,6
Devdutt Padikkal,RR,https://scores.iplt20.com/ipl/playerimages/Devdutt Padikkal.png?v=1,261,11,11,1,52,26.10,200,130.50,0,2,31,6
David Miller,GT,https://scores.iplt20.com/ipl/playerimages/David Miller.png?v=1,259,16,13,5,46,32.38,178,145.50,0,0,18,13
Aiden Markram,SRH,https://scores.iplt20.com/ipl/playerimages/Aiden Markram.png?v=1,248,13,13,2,50,22.55,197,125.88,0,1,18,8
Nehal Wadera,MI,https://scores.iplt20.com/ipl/playerimages/Nehal Wadera.png?v=1,241,14,10,1,64,26.78,166,145.18,0,2,23,12
Ayush Badoni,LSG,https://scores.iplt20.com/ipl/playerimages/Ayush Badoni.png?v=1,238,15,12,2,59*,23.80,172,138.37,0,1,13,12
Tim David,MI,https://scores.iplt20.com/ipl/playerimages/Tim David.png?v=1,231,16,15,6,45*,25.67,146,158.21,0,0,12,15
Andre Russell,KKR,https://scores.iplt20.com/ipl/playerimages/Andre Russell.png?v=1,227,14,14,3,42,20.64,156,145.51,0,0,13,18
Rahmanullah Gurbaz,KKR,https://scores.iplt20.com/ipl/playerimages/Rahmanullah Gurbaz.png?v=1,227,11,11,0,81,20.64,170,133.52,0,2,17,15
Abhishek Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Abhishek Sharma.png?v=1,226,11,11,0,67,20.55,157,143.94,0,2,28,6
Phil Salt,DC,https://scores.iplt20.com/ipl/playerimages/Phil Salt.png?v=1,218,9,9,1,87,27.25,133,163.90,0,2,24,10
Rilee Rossouw,DC,https://scores.iplt20.com/ipl/playerimages/Rilee Rossouw.png?v=1,209,9,9,2,82*,29.86,141,148.22,0,1,17,11
Ravindra Jadeja,CSK,https://scores.iplt20.com/ipl/playerimages/Ravindra Jadeja.png?v=1,190,16,12,4,25*,23.75,133,142.85,0,0,11,9
Harry Brook,SRH,https://scores.iplt20.com/ipl/playerimages/Harry Brook.png?v=1,190,11,11,2,100*,21.11,154,123.37,1,0,23,4
Krunal Pandya,LSG,https://scores.iplt20.com/ipl/playerimages/Krunal Pandya.png?v=1,188,15,14,4,49*,18.80,165,113.93,0,0,15,6
Atharva Taide,PBKS,https://scores.iplt20.com/ipl/playerimages/Atharva Taide.png?v=1,186,7,7,0,66,26.57,129,144.18,0,2,20,6
Abdul Samad,SRH,https://scores.iplt20.com/ipl/playerimages/Abdul Samad.png?v=1,169,9,8,4,37*,42.25,128,132.03,0,0,10,11
Manish Pandey,DC,https://scores.iplt20.com/ipl/playerimages/Manish Pandey.png?v=1,160,10,9,0,50,17.78,146,109.58,0,1,15,3
Ambati Rayudu,CSK,https://scores.iplt20.com/ipl/playerimages/Ambati Rayudu.png?v=1,158,16,12,2,27*,15.80,113,139.82,0,0,10,9
Shahrukh Khan,PBKS,https://scores.iplt20.com/ipl/playerimages/Shahrukh Khan.png?v=1,156,14,13,6,41*,22.29,94,165.95,0,0,13,9
Dhruv Jurel,RR,https://scores.iplt20.com/ipl/playerimages/Dhruv Jurel.png?v=1,152,13,11,4,34*,21.71,88,172.72,0,0,11,9
Quinton De Kock,LSG,https://scores.iplt20.com/ipl/playerimages/Quinton De Kock.png?v=1,143,4,4,0,70,35.75,102,140.19,0,1,10,8
Dinesh Karthik,RCB,https://scores.iplt20.com/ipl/playerimages/Dinesh Karthik.png?v=1,140,13,13,1,30,11.67,104,134.61,0,0,13,5
Sikandar Raza,PBKS,https://scores.iplt20.com/ipl/playerimages/Sikandar Raza.png?v=1,139,7,7,2,57,27.80,98,141.83,0,1,10,6
Mahipal Lomror,RCB,https://scores.iplt20.com/ipl/playerimages/Mahipal Lomror.png?v=1,135,12,10,2,54*,16.88,97,139.17,0,1,9,8
Rashid Khan,GT,https://scores.iplt20.com/ipl/playerimages/Rashid Khan.png?v=1,130,17,9,5,79*,32.50,60,216.66,0,1,8,13
Mitchell Marsh,DC,https://scores.iplt20.com/ipl/playerimages/Mitchell Marsh.png?v=1,128,9,9,0,63,14.22,97,131.95,0,1,11,7
Moeen Ali,CSK,https://scores.iplt20.com/ipl/playerimages/Moeen Ali.png?v=1,124,15,10,3,23,17.71,91,136.26,0,0,12,6
Matthew Short,PBKS,https://scores.iplt20.com/ipl/playerimages/Matthew Short.png?v=1,117,6,6,0,36,19.50,92,127.17,0,0,15,4
Abhinav Manohar,GT,https://scores.iplt20.com/ipl/playerimages/Abhinav Manohar.png?v=1,114,9,6,0,42,19.00,83,137.34,0,0,6,7
Shardul Thakur,KKR,https://scores.iplt20.com/ipl/playerimages/Shardul Thakur.png?v=1,113,11,10,2,68,14.13,70,161.42,0,1,13,4
Aman Khan,DC,https://scores.iplt20.com/ipl/playerimages/Aman Khan.png?v=1,110,11,9,1,51,13.75,101,108.91,0,1,7,6
Prithvi Shaw,DC,https://scores.iplt20.com/ipl/playerimages/Prithvi Shaw.png?v=1,106,8,8,0,54,13.25,85,124.70,0,1,16,1
Anmolpreet Singh,SRH,https://scores.iplt20.com/ipl/playerimages/Anmolpreet Singh.png?v=1,105,4,4,0,36,26.25,82,128.04,0,0,15,2
MS Dhoni,CSK,https://scores.iplt20.com/ipl/playerimages/MS Dhoni.png?v=1,104,16,12,8,32*,26.00,57,182.45,0,0,3,10
Prerak Mankad,LSG,https://scores.iplt20.com/ipl/playerimages/Prerak Mankad.png?v=1,93,5,5,2,64*,31.00,72,129.16,0,1,12,2
Anuj Rawat,RCB,https://scores.iplt20.com/ipl/playerimages/Anuj Rawat.png?v=1,91,9,7,4,29*,30.33,71,128.16,0,0,6,4
Jagadeesan Narayan,KKR,https://scores.iplt20.com/ipl/playerimages/Jagadeesan Narayan.png?v=1,89,6,6,0,36,14.83,81,109.87,0,0,14,1
Rahul Tewatia,GT,https://scores.iplt20.com/ipl/playerimages/Rahul Tewatia.png?v=1,87,17,10,6,20*,21.75,57,152.63,0,0,3,7
Deepak Hooda,LSG,https://scores.iplt20.com/ipl/playerimages/Deepak Hooda.png?v=1,84,12,12,1,17,7.64,90,93.33,0,0,3,2
Riyan Parag,RR,https://scores.iplt20.com/ipl/playerimages/Riyan Parag.png?v=1,78,7,7,1,20,13.00,66,118.18,0,0,4,5
Harpreet Bhatia,PBKS,https://scores.iplt20.com/ipl/playerimages/Harpreet Bhatia.png?v=1,76,3,3,0,41,25.33,59,128.81,0,0,8,3
Bhanuka Rajapaksa,PBKS,https://scores.iplt20.com/ipl/playerimages/Bhanuka Rajapaksa.png?v=1,71,4,4,1,50,23.67,62,114.51,0,1,6,2
Vivrant Sharma,SRH,https://scores.iplt20.com/ipl/playerimages/Vivrant Sharma.png?v=1,69,3,1,0,69,69.00,47,146.80,0,1,9,2
Ravichandran Ashwin,RR,https://scores.iplt20.com/ipl/playerimages/Ravichandran Ashwin.png?v=1,67,13,10,4,30,11.17,51,131.37,0,0,5,3
Lalit Yadav,DC,https://scores.iplt20.com/ipl/playerimages/Lalit Yadav.png?v=1,66,6,6,1,38,13.20,59,111.86,0,0,8,0
Krishnappa Gowtham,LSG,https://scores.iplt20.com/ipl/playerimages/Krishnappa Gowtham.png?v=1,61,7,7,3,23,15.25,37,164.86,0,0,2,5
Washington Sundar,SRH,https://scores.iplt20.com/ipl/playerimages/Washington Sundar.png?v=1,60,7,5,1,24*,15.00,60,100.00,0,0,6,0
Michael Bracewell,RCB,https://scores.iplt20.com/ipl/playerimages/Michael Bracewell.png?v=1,58,5,4,2,26,29.00,47,123.40,0,0,6,1
Sarfaraz Khan,DC,https://scores.iplt20.com/ipl/playerimages/Sarfaraz Khan.png?v=1,53,4,4,0,30,13.25,62,85.48,0,0,4,1
Harpreet Brar,PBKS,https://scores.iplt20.com/ipl/playerimages/Harpreet Brar.png?v=1,52,13,8,2,17*,8.67,41,126.82,0,0,5,2
Ripal Patel,DC,https://scores.iplt20.com/ipl/playerimages/Ripal Patel.png?v=1,49,5,4,1,23,16.33,43,113.95,0,0,3,1
Shahbaz Ahmed,RCB,https://scores.iplt20.com/ipl/playerimages/Shahbaz Ahmed.png?v=1,42,10,6,2,20*,10.50,39,107.69,0,0,3,1
Bhuvneshwar Kumar,SRH,https://scores.iplt20.com/ipl/playerimages/Bhuvneshwar Kumar.png?v=1,42,14,6,3,27,14.00,47,89.36,0,0,4,0
Glenn Phillips,SRH,https://scores.iplt20.com/ipl/playerimages/Glenn Phillips.png?v=1,39,5,5,0,25,7.80,22,177.27,0,0,2,4
Marco Jansen,SRH,https://scores.iplt20.com/ipl/playerimages/Marco Jansen.png?v=1,39,8,6,3,17*,13.00,43,90.69,0,0,4,0
Anrich Nortje,DC,https://scores.iplt20.com/ipl/playerimages/Anrich Nortje.png?v=1,37,10,7,4,23*,12.33,29,127.58,0,0,6,0
Vishnu Vinod,MI,https://scores.iplt20.com/ipl/playerimages/Vishnu Vinod.png?v=1,37,3,3,0,30,12.33,31,119.35,0,0,2,2
Suyash S Prabhudessai,RCB,https://scores.iplt20.com/ipl/playerimages/Suyash S Prabhudessai.png?v=1,35,5,4,0,19,8.75,29,120.68,0,0,1,2
David Willey,RCB,https://scores.iplt20.com/ipl/playerimages/David Willey.png?v=1,35,4,3,3,20*,-,32,109.37,0,0,4,0
Wanindu Hasaranga,RCB,https://scores.iplt20.com/ipl/playerimages/Wanindu Hasaranga.png?v=1,33,8,5,3,12*,16.50,28,117.85,0,0,3,0
Abishek Porel,DC,https://scores.iplt20.com/ipl/playerimages/Abishek Porel.png?v=1,33,4,4,0,20,8.25,31,106.45,0,0,1,2
Kuldeep Yadav,DC,https://scores.iplt20.com/ipl/playerimages/Kuldeep Yadav.png?v=1,31,14,10,8,10*,15.50,48,64.58,0,0,2,0
Dasun Shanaka,GT,https://scores.iplt20.com/ipl/playerimages/Dasun Shanaka.png?v=1,26,3,3,1,17,13.00,26,100.00,0,0,2,1
Piyush Chawla,MI,https://scores.iplt20.com/ipl/playerimages/Piyush Chawla.png?v=1,25,16,4,2,18,12.50,22,113.63,0,0,1,1
Tristan Stubbs,MI,https://scores.iplt20.com/ipl/playerimages/Tristan Stubbs.png?v=1,25,2,2,0,20,12.50,31,80.64,0,0,2,0
Hrithik Shokeen,MI,https://scores.iplt20.com/ipl/playerimages/Hrithik Shokeen.png?v=1,23,8,3,2,18*,23.00,17,135.29,0,0,4,0
Anukul Roy,KKR,https://scores.iplt20.com/ipl/playerimages/Anukul Roy.png?v=1,23,4,4,2,13*,11.50,19,121.05,0,0,3,0
Adil Rashid,SRH,https://scores.iplt20.com/ipl/playerimages/Adil Rashid.png?v=1,22,2,2,0,18,11.00,16,137.50,0,0,2,1
Priyam Garg,DC,https://scores.iplt20.com/ipl/playerimages/Priyam Garg.png?v=1,22,2,2,0,12,11.00,23,95.65,0,0,1,0
David Wiese,KKR,https://scores.iplt20.com/ipl/playerimages/David Wiese.png?v=1,21,3,3,2,12*,21.00,11,190.90,0,0,0,3
Mayank Markande,SRH,https://scores.iplt20.com/ipl/playerimages/Mayank Markande.png?v=1,21,10,3,3,18*,-,13,161.53,0,0,2,1
Sunil Narine,KKR,https://scores.iplt20.com/ipl/playerimages/Sunil Narine.png?v=1,21,14,10,3,7*,3.00,25,84.00,0,0,2,1
Rishi Dhawan,PBKS,https://scores.iplt20.com/ipl/playerimages/Rishi Dhawan.png?v=1,20,6,3,1,19,10.00,12,166.66,0,0,1,1
Ravi Bishnoi,LSG,https://scores.iplt20.com/ipl/playerimages/Ravi Bishnoi.png?v=1,20,15,7,4,5,6.67,27,74.07,0,0,1,0
Umran Malik,SRH,https://scores.iplt20.com/ipl/playerimages/Umran Malik.png?v=1,19,8,2,1,19*,19.00,8,237.50,0,0,1,2
Umesh Yadav,KKR,https://scores.iplt20.com/ipl/playerimages/Umesh Yadav.png?v=1,19,8,5,3,6*,9.50,18,105.55,0,0,1,0
Amit Mishra,LSG,https://scores.iplt20.com/ipl/playerimages/Amit Mishra.png?v=1,19,7,1,0,19,19.00,30,63.33,0,0,2,0
Arshad Khan,MI,https://scores.iplt20.com/ipl/playerimages/Arshad Khan.png?v=1,18,6,3,1,15*,9.00,15,120.00,0,0,0,1
Akash Deep,RCB,https://scores.iplt20.com/ipl/playerimages/Akash Deep.png?v=1,17,2,1,0,17,17.00,8,212.50,0,0,2,1
Akeal Hosein,SRH,https://scores.iplt20.com/ipl/playerimages/Akeal Hosein.png?v=1,16,1,1,1,16*,-,10,160.00,0,0,1,1
Trent Boult,RR,https://scores.iplt20.com/ipl/playerimages/Trent Boult.png?v=1,16,10,4,3,15,16.00,14,114.28,0,0,1,1
Praveen Dubey,DC,https://scores.iplt20.com/ipl/playerimages/Praveen Dubey.png?v=1,16,1,1,0,16,16.00,20,80.00,0,0,2,0
Naveen-Ul-Haq,LSG,https://scores.iplt20.com/ipl/playerimages/Naveen-Ul-Haq.png?v=1,16,8,3,2,13,16.00,21,76.19,0,0,2,0
Yash Dhull,DC,https://scores.iplt20.com/ipl/playerimages/Yash Dhull.png?v=1,16,4,3,0,13,5.33,23,69.56,0,0,1,0
Ben Stokes,CSK,https://scores.iplt20.com/ipl/playerimages/Ben Stokes.png?v=1,15,2,2,0,8,7.50,14,107.14,0,0,2,0
Mandeep Singh,KKR,https://scores.iplt20.com/ipl/playerimages/Mandeep Singh.png?v=1,14,3,3,0,12,4.67,16,87.50,0,0,0,1
Arjun Tendulkar,MI,https://scores.iplt20.com/ipl/playerimages/Arjun Tendulkar.png?v=1,13,4,1,0,13,13.00,9,144.44,0,0,0,1
Vyshak Vijaykumar,RCB,https://scores.iplt20.com/ipl/playerimages/Vyshak Vijaykumar.png?v=1,13,7,2,1,13*,13.00,9,144.44,0,0,0,1
Kedar Jadhav,RCB,https://scores.iplt20.com/ipl/playerimages/Kedar Jadhav.png?v=1,12,2,1,1,12*,-,10,120.00,0,0,1,0
Jason Holder,RR,https://scores.iplt20.com/ipl/playerimages/Jason Holder.png?v=1,12,8,3,1,11,6.00,11,109.09,0,0,0,1
Karan Sharma,LSG,https://scores.iplt20.com/ipl/playerimages/Karan Sharma.png?v=1,12,2,2,0,9,6.00,21,57.14,0,0,0,0
Mark Wood,LSG,https://scores.iplt20.com/ipl/playerimages/Mark Wood.png?v=1,11,4,2,1,10*,11.00,5,220.00,0,0,1,1
Sanvir Singh,SRH,https://scores.iplt20.com/ipl/playerimages/Sanvir Singh.png?v=1,11,2,2,1,7,11.00,9,122.22,0,0,1,1
Manan Vohra,LSG,https://scores.iplt20.com/ipl/playerimages/Manan Vohra.png?v=1,10,1,1,0,10,10.00,11,90.90,0,0,1,0
Joe Root,RR,https://scores.iplt20.com/ipl/playerimages/Joe Root.png?v=1,10,3,1,0,10,10.00,15,66.66,0,0,1,0
Adam Zampa,RR,https://scores.iplt20.com/ipl/playerimages/Adam Zampa.png?v=1,10,6,3,0,7,3.33,16,62.50,0,0,0,0
Jaydev Unadkat,LSG,https://scores.iplt20.com/ipl/playerimages/Jaydev Unadkat.png?v=1,9,3,1,0,9,9.00,7,128.57,0,0,1,0
Noor Ahmad,GT,https://scores.iplt20.com/ipl/playerimages/Noor Ahmad.png?v=1,8,13,3,1,7*,4.00,9,88.88,0,0,1,0
Mukesh Kumar,DC,https://scores.iplt20.com/ipl/playerimages/Mukesh Kumar.png?v=1,7,10,3,3,6*,-,9,77.77,0,0,0,0
Rovman Powell,DC,https://scores.iplt20.com/ipl/playerimages/Rovman Powell.png?v=1,7,3,3,0,4,2.33,9,77.77,0,0,1,0
Alzarri Joseph,GT,https://scores.iplt20.com/ipl/playerimages/Alzarri Joseph.png?v=1,7,7,2,2,7*,-,12,58.33,0,0,1,0
Harshal Patel,RCB,https://scores.iplt20.com/ipl/playerimages/Harshal Patel.png?v=1,6,13,2,0,6,3.00,6,100.00,0,0,0,1
Kumar Kartikeya Singh,MI,https://scores.iplt20.com/ipl/playerimages/Kumar Kartikeya Singh.png?v=1,6,8,1,0,6,6.00,7,85.71,0,0,1,0
Jason Behrendorff,MI,https://scores.iplt20.com/ipl/playerimages/Jason Behrendorff.png?v=1,6,12,2,2,3*,-,9,66.66,0,0,0,0
Chris Jordan,MI,https://scores.iplt20.com/ipl/playerimages/Chris Jordan.png?v=1,6,6,2,0,4,3.00,12,50.00,0,0,0,0
Mohammad Shami,GT,https://scores.iplt20.com/ipl/playerimages/Mohammad Shami.png?v=1,5,17,2,0,5,2.50,6,83.33,0,0,1,0
Litton Das,KKR,https://scores.iplt20.com/ipl/playerimages/Litton Das.png?v=1,4,1,1,0,4,4.00,4,100.00,0,0,1,0
Jofra Archer,MI,https://scores.iplt20.com/ipl/playerimages/Jofra Archer.png?v=1,4,5,2,2,3*,-,4,100.00,0,0,0,0
Chetan Sakariya,DC,https://scores.iplt20.com/ipl/playerimages/Chetan Sakariya.png?v=1,4,2,2,1,4,4.00,6,66.66,0,0,1,0
Vaibhav Arora,KKR,https://scores.iplt20.com/ipl/playerimages/Vaibhav Arora.png?v=1,3,5,2,2,2*,-,2,150.00,0,0,0,0
Karn Sharma,RCB,https://scores.iplt20.com/ipl/playerimages/Karn Sharma.png?v=1,3,7,2,0,2,1.50,5,60.00,0,0,0,0
Arshdeep Singh,PBKS,https://scores.iplt20.com/ipl/playerimages/Arshdeep Singh.png?v=1,2,14,2,2,2*,-,2,100.00,0,0,0,0
Mitchell Santner,CSK,https://scores.iplt20.com/ipl/playerimages/Mitchell Santner.png?v=1,2,3,2,2,1*,-,4,50.00,0,0,0,0
Swapnil Singh,LSG,https://scores.iplt20.com/ipl/playerimages/Swapnil Singh.png?v=1,2,2,1,1,2*,-,4,50.00,0,0,0,0
Wayne Parnell,RCB,https://scores.iplt20.com/ipl/playerimages/Wayne Parnell.png?v=1,2,7,1,0,2,2.00,5,40.00,0,0,0,0
Sandeep Sharma,RR,https://scores.iplt20.com/ipl/playerimages/Sandeep Sharma.png?v=1,2,12,2,2,2*,-,6,33.33,0,0,0,0
Mustafizur Rahman,DC,https://scores.iplt20.com/ipl/playerimages/Mustafizur Rahman.png?v=1,1,2,1,1,1*,-,1,100.00,0,0,0,0
Ishant Sharma,DC,https://scores.iplt20.com/ipl/playerimages/Ishant Sharma.png?v=1,1,8,1,1,1*,-,1,100.00,0,0,0,0
Abdul Basith,RR,https://scores.iplt20.com/ipl/playerimages/Abdul Basith.png?v=1,1,1,1,1,1*,-,1,100.00,0,0,0,0
Deepak Chahar,CSK,https://scores.iplt20.com/ipl/playerimages/Deepak Chahar.png?v=1,1,10,1,1,1*,-,2,50.00,0,0,0,0
Mohit Rathee,PBKS,https://scores.iplt20.com/ipl/playerimages/Mohit Rathee.png?v=1,1,1,1,1,1*,-,2,50.00,0,0,0,0
Josh Hazlewood,RCB,https://scores.iplt20.com/ipl/playerimages/Josh Hazlewood.png?v=1,1,3,1,1,1*,-,2,50.00,0,0,0,0
Mohammed Siraj,RCB,https://scores.iplt20.com/ipl/playerimages/Mohammed Siraj.png?v=1,1,14,2,1,1*,1.00,2,50.00,0,0,0,0
Yudhvir Singh,LSG,https://scores.iplt20.com/ipl/playerimages/Yudhvir Singh.png?v=1,1,3,2,0,1,0.50,2,50.00,0,0,0,0
Fazalhaq Farooqi,SRH,https://scores.iplt20.com/ipl/playerimages/Fazalhaq Farooqi.png?v=1,1,4,1,1,1*,-,5,20.00,0,0,0,0
Nathan Ellis,PBKS,https://scores.iplt20.com/ipl/playerimages/Nathan Ellis.png?v=1,1,10,2,0,1,0.50,7,14.28,0,0,0,0
Varun Chakaravarthy,KKR,https://scores.iplt20.com/ipl/playerimages/Varun Chakaravarthy.png?v=1,1,14,2,1,1,1.00,9,11.11,0,0,0,0
